0.18606,0.313129,0.289382,-0.393003
0.3801,0.313047,0.289656,-0.393223
0.5777,0.315619,0.294479,-0.39562
0.7792,0.321708,0.294156,-0.396764
0.98038,0.318473,0.288487,-0.390065
1.17523,0.320358,0.211197,-0.405926
1.37727,0.363623,-0.0250687,-0.387135
1.5813,0.4162,-0.450144,-0.283534
1.77533,0.265129,-0.941009,-0.0480336
1.97785,-0.591568,-1.28856,0.885276
2.17988,-1.37778,-1.04728,1.69354
2.3919,-1.07899,-0.590928,1.3955
2.57801,-0.836476,-0.171794,1.24186
2.78056,-0.488685,0.30489,1.2049
2.9829,-0.0674002,0.726892,1.07456
3.17806,0.0334553,1.29542,0.560521
3.38026,-1.45096,1.09929,-1.38766
3.5823,-1.31693,0.433835,-1.60565
3.77761,-0.461416,-0.0792812,-1.57718
3.97982,0.318013,-0.459689,-1.35492
4.18439,0.192625,-0.841153,-0.771892
4.38701,-0.578695,-0.803075,0.311763
4.58038,-0.574784,-0.227399,0.93208
4.78256,0.0644584,0.346865,1.07037
4.98573,0.675487,0.786781,0.923995
5.18191,0.0459115,1.27695,-0.214811
5.3827,-0.812906,0.729353,-1.50996
5.5855,0.242433,0.152405,-1.51515
5.78183,0.679634,-0.388203,-1.2888
5.9845,0.327602,-0.798176,-0.720936
6.18584,-0.197114,-0.828599,-0.14117
6.38811,-0.244269,-0.809192,-0.0495742
6.58444,-0.264113,-0.824821,-0.0743272
6.78657,0.00624924,-0.774169,-0.724463
6.99684,-0.0950696,-0.338918,-1.32428
7.18401,-0.716766,0.235013,-1.53624
7.38633,-0.969352,0.982755,-1.34859
7.58763,0.631639,0.99988,0.687147
7.79045,0.333673,0.253067,1.05868
7.98743,-0.266049,-0.264169,1.00958
8.18946,-0.52191,-0.653703,0.697034
8.3906,-0.21937,-0.95418,-0.0344863
8.58768,0.229622,-0.711813,-1.00728
8.78873,-0.115069,-0.135978,-1.41031
8.99088,-0.597826,0.47658,-1.52042
9.19298,-0.48123,1.13408,-0.855314
9.38794,0.585642,0.717102,0.743581
9.59105,0.294085,0.0381442,0.981696
9.79402,0.0150829,-0.508079,0.929727
9.99002,0.0270919,-0.89068,0.688954
10.19075,0.420433,-1.05219,0.157058
10.39303,0.752761,-0.946331,-0.238846
10.58925,0.759539,-0.925574,-0.2477
10.79256,0.652393,-0.62814,-0.266174
10.99323,0.571341,-0.169833,-0.343475
11.18921,0.410821,0.224535,-0.478399
11.39185,0.389087,0.265854,-0.480104
11.59446,0.27795,0.241502,-0.469406
11.79542,0.214756,0.230366,-0.475206
11.99153,0.403376,0.186723,-0.43273
12.19475,0.383218,0.179519,-0.427937
12.39561,-0.0890856,0.207474,-0.43144
12.59822,0.456927,0.160039,-0.361433
12.79427,0.235697,0.155381,-0.365242
12.99789,-0.292677,0.206143,-0.44485
13.1985,0.107904,0.189934,-0.413086
13.3938,0.510187,0.106979,-0.370325
13.59691,0.884564,0.0824116,-0.38734
13.7998,0.757649,0.101435,-0.353687
14.00096,0.680313,0.111488,-0.336267
14.19708,0.42339,0.0911859,-0.154208
14.39892,0.0622038,0.184349,0.601511
14.60248,0.0501246,0.305943,0.965331
14.8031,-0.00223312,0.242022,0.991673
14.99811,-0.11618,0.234302,0.944261
15.19329,-0.0299326,0.209676,1.05977
15.39819,0.206875,0.212998,1.0528
15.59882,-0.300709,0.133145,1.01399
15.80061,0.435388,0.213628,1.12665
15.99482,-0.346371,0.208507,1.0077
16.19815,0.229423,0.225627,1.07454
16.40052,-0.177221,0.179063,1.00019
16.59523,0.269438,0.196489,1.11483
16.79797,-0.148235,0.168655,1.13796
17.00121,-0.181018,0.148342,1.10726
17.19534,-0.192185,0.167683,0.609254
17.39765,-0.162065,0.221882,-0.316158
17.59984,0.0451686,0.305647,-1.1723
17.79511,0.145003,0.363491,-1.89392
17.99826,0.0438976,0.32657,-2.04269
18.20051,1.24128,0.0921991,-1.83665
18.40317,-0.187833,0.22406,-1.91891
18.59773,1.31905,0.0298881,-1.81989
18.8006,0.704381,0.130914,-1.85638
19.00302,0.56518,0.124644,-1.79187
19.20523,1.56127,-0.0522903,-1.78486
19.39989,0.0698,0.155286,-1.78225
19.60262,1.6056,-0.136367,-1.83044
19.79978,1.41535,-0.0301298,-1.82092
20.00185,1.36536,-0.0338822,-1.80788
20.20313,1.43652,-0.0842095,-1.78723
20.40534,1.65281,-0.654064,-1.71962
20.60153,-0.0117653,-1.46221,-0.0197658
20.80274,1.60268,-0.973023,-1.63556
21.00513,1.81482,-0.126175,-1.65843
21.20168,1.05954,-1.3058,-1.05048
21.40386,0.363641,-1.37503,-0.394175
21.60506,1.73656,-0.275068,-1.66857
21.80135,1.64186,-0.842213,-1.59197
22.01244,-0.777077,-1.19093,0.705075
22.206,1.4736,-0.904434,-1.55976
22.40819,1.331,0.193618,-1.79091
22.60334,1.20351,0.17102,-1.76902
22.80732,1.00539,0.0564667,-1.46846
23.00841,1.04866,-0.0562854,-0.888383
23.20545,1.05741,0.0276312,-0.701992
23.4065,0.347599,0.132553,-0.661929
23.61056,-0.950741,0.228326,-0.782444
23.81069,-1.36394,0.296817,-0.886208
24.00773,0.0821651,0.147926,-0.518982
24.20879,1.13482,-0.16905,-0.444724
24.41083,1.81973,-0.250761,-0.542471
24.60788,1.6735,-0.490005,-0.432956
24.80893,0.748566,-1.18682,0.4347
25.01091,-0.628144,-0.893974,1.83146
25.20666,-0.430378,-1.02385,1.5998
25.4107,0.879285,-1.00707,0.116966
25.61091,1.22675,-0.17976,-0.462168
25.80748,1.0013,0.106999,-0.54821
26.00922,0.369641,0.113426,-0.279651
26.21229,0.0448699,0.172721,0.56198
26.41365,-0.149914,0.391863,1.37524
26.61746,-0.161916,0.537995,1.51374
26.81161,-0.239944,0.608,1.45205
27.01477,-0.751755,0.550647,1.30178
27.21641,-1.22347,-0.0605714,0.931792
27.41156,-1.05957,-0.851603,0.324194
27.61426,-0.328068,-1.02503,-0.684198
27.81734,0.264006,-0.747786,-1.36073
28.0189,0.410325,-0.685294,-1.39445
28.21444,-0.0418784,-1.06208,-0.251519
28.41708,-0.25587,-0.558639,1.02956
28.61916,0.415814,0.130314,1.23578
28.82072,0.966648,0.648724,0.997489
29.0168,0.119713,1.20324,-0.515964
29.21007,-0.653721,0.68709,-1.65691
29.41339,-0.66452,0.755285,-1.57382
29.61659,0.142799,1.1993,-0.270508
29.81024,0.384645,0.471276,1.02359
30.013,-0.253847,-0.195182,0.946042
30.21526,-0.469588,-0.744505,0.371539
30.41881,0.0494497,-0.885056,-0.666112
30.61321,0.594168,-0.476845,-1.35054
30.82375,0.818468,0.0775832,-1.59191
31.01893,0.852161,0.32019,-1.68939
31.21272,0.866587,0.0397462,-1.63757
31.41587,0.715846,-0.447673,-1.40425
31.61771,0.0424143,-0.803743,-0.596516
31.81335,-0.563799,-0.400679,0.27935
32.01571,-0.25103,0.330669,0.678205
32.21814,0.348926,0.711673,0.863752
32.42025,0.392275,1.10853,0.33038
32.6155,-0.762012,0.999892,-1.25868
32.81763,-0.637879,0.642772,-1.55788
33.0207,-0.467533,0.575155,-1.57388
33.21585,-0.463449,0.576821,-1.56094
33.41804,-0.471539,0.577865,-1.55928
